instrument,drm,dom_leg_cal_fix,dom_leg_cal_pmt,dom_leg_dcm,dom_leg_days_shift,dom_leg_freq,for_leg_cal_fix,for_leg_cal_pmt,for_leg_dcm,for_leg_days_shift,for_leg_freq
bsswp,modified following,eu,usukeu,ACT_360,2,3M,london,usukeu,ACT_360,2,3M
