yr_fracs,zrs
0.0027397260273972603,0.008244452986322148
0.005479452054794521,0.008431017383158323
0.024657534246575345,0.00881600660559223
0.043835616438356165,0.00892478100272931
0.06301369863013699,0.01049664789802729
0.09589041095890412,0.01254412350512002
0.1726027397260274,0.013888565639244677
0.25753424657534246,0.01581945473904578
0.3424657534246575,0.017354991353974558
0.4246575342465753,0.018601928620349373
0.5068493150684932,0.019963849383602073
0.5945205479452055,0.022305549950296877
0.6767123287671233,0.02321113560432808
0.7534246575342466,0.024071725731549698
0.8410958904109589,0.025041808922846354
0.9205479452054794,0.02569796469688379
1.0054794520547945,0.02633326725487506
1.2657534246575342,0.027836206204329583
1.5123287671232877,0.02866295477335057
1.7671232876712328,0.02907782351075583
2.0164383561643837,0.029504758126082775
2.2657534246575346,0.02950432668256564
2.5150684931506855,0.029494293113976555
2.7643835616438364,0.029484564323013274
3.0136986301369872,0.029475133627598682
3.265753424657535,0.02938133469189097
3.515068493150686,0.029286393310063108
3.7616438356164394,0.029192587255701286
4.013698630136988,0.029096790308366982
4.265753424657536,0.029047154274698395
4.515068493150687,0.029001392224661693
4.76164383561644,0.02895621426343875
5.013698630136989,0.02891007418448388
5.271232876712331,0.028878358515774583
5.5205479452054815,0.02886295586583043
5.769863013698632,0.028847510838746482
6.021917808219181,0.028831883109888157
6.273972602739729,0.028844783870338286
6.52328767123288,0.028848399554592064
6.769863013698633,0.02884319298562521
7.0219178082191815,0.028855473044107738
7.271232876712332,0.02886845589068532
7.520547945205483,0.028881393538726874
7.769863013698634,0.028894360379221107
8.019178082191784,0.0289073545927645
8.268493150684934,0.02893511758242262
8.517808219178084,0.02896349137242593
8.767123287671234,0.028991889574485175
9.016438356164384,0.029020307182840988
9.268493150684932,0.02906523953697282
9.517808219178082,0.029110225915629506
9.767123287671232,0.029155208446651315
10.01917808219178,0.029200694289100992
10.276712328767124,0.02923834258913205
10.526027397260274,0.029279240933349104
10.767123287671232,0.029322635436308087
11.024657534246575,0.029360894069540455
11.276712328767124,0.02939436149966368
11.526027397260274,0.029427547650553887
11.772602739726027,0.029460324585735886
12.024657534246575,0.029493777555610556
12.276712328767124,0.029526027319324966
12.526027397260274,0.029553693007016157
12.772602739726027,0.029577781940079984
13.024657534246575,0.029608800085586973
13.273972602739725,0.029645997476501984
13.523287671232875,0.02968335964177804
13.772602739726025,0.02972069028762858
14.021917808219175,0.029757985193531233
14.273972602739724,0.029794074832288242
14.523287671232874,0.029829979827236786
14.769863013698627,0.029865449102805197
15.021917808219175,0.029901658828159983
15.273972602739724,0.0298820609533883
15.523287671232874,0.02985940738366888
15.769863013698627,0.0298369351958514
16.021917808219175,0.029813914336184855
16.27945205479452,0.029785484389317052
16.52876712328767,0.029761036164441146
16.76986301369863,0.029740180936072225
17.027397260273972,0.029712021058286187
17.27945205479452,0.02968736782415493
17.52876712328767,0.029663104406280283
17.77808219178082,0.029638807180329962
18.030136986301365,0.029617218640433096
18.279452054794515,0.029592426187297516
18.528767123287665,0.02956766053809723
18.778082191780815,0.02954287524896615
19.027397260273965,0.029518068330339986
19.276712328767115,0.029493236087762664
19.526027397260265,0.029468422656634186
19.775342465753415,0.029443589430163453
20.024657534246565,0.029418732452753504
20.27671232876711,0.029349510993033734
20.52602739726026,0.029279064530402632
20.772602739726015,0.029209361758402608
21.02465753424656,0.02913809200207651
21.276712328767108,0.02906744036333664
21.526027397260258,0.028997561573990582
21.775342465753408,0.02892766348528708
22.03287671232875,0.028853462917180384
22.284931506849297,0.028782298540520168
22.534246575342447,0.02871188579303774
22.7808219178082,0.028642223566372804
23.032876712328747,0.02857099257000173
23.284931506849293,0.028501448553665876
23.534246575342443,0.028430861479508795
23.780821917808197,0.02835931140369441
24.032876712328743,0.02828958400668058
24.282191780821893,0.02821765325975578
24.531506849315043,0.028145683386414655
24.780821917808193,0.028073693018086265
25.030136986301343,0.02800168207078224
25.279452054794493,0.02791592562585965
25.528767123287643,0.027829971273564125
25.778082191780793,0.027744006682927314
26.03013698630134,0.027657088971674737
26.282191780821886,0.02757366136182049
26.531506849315036,0.02749112404821874
26.77808219178079,0.02740947465237409
27.030136986301336,0.027325995289334992
27.28767123287668,0.027239718713953476
27.53698630136983,0.02715725166130989
27.77808219178079,0.027078515967368322
28.035616438356133,0.026992265119936132
28.28767123287668,0.026912280414658207
28.53698630136983,0.02683314186162522
28.783561643835583,0.026754848110532414
29.03561643835613,0.026674793274261477
29.287671232876676,0.026599164702501676
29.536986301369826,0.026523439898732848
29.786301369862976,0.026447682210284595
30.035616438356126,0.026371897491497265
