0,-4
0.0001,-3.71901648545568
0.0002,-3.54008379920615
0.0003,-3.43161440362327
0.0004,-3.35279478050483
0.0005,-3.29052673149189
0.0006,-3.23888011835298
0.0007,-3.19465105376329
0.0008,-3.15590675792182
0.0009,-3.12138914935986
0.001,-3.09023230616781
0.0011,-3.06181415176176
0.0012,-3.03567236662707
0.0013,-3.01145375849978
0.0014,-2.98888226731579
0.0015,-2.96773792534178
0.0016,-2.94784255218491
0.0017,-2.92904974893763
0.0018,-2.91123772624301
0.0019,-2.89430405305143
0.002,-2.87816173909548
0.0021,-2.8627362635059
0.0022,-2.84796328748792
0.0023,-2.83378687004355
0.0024,-2.82015805932016
0.0025,-2.8070337683438
0.0026,-2.79437586878104
0.0027,-2.78215045378461
0.0028,-2.77032723335218
0.0029,-2.75887903454714
0.003,-2.74778138544499
0.0031,-2.73701216648466
0.0032,-2.7265513165044
0.0033,-2.71638058346087
0.0034,-2.70648331190426
0.0035,-2.69684426087813
0.0036,-2.68744944715147
0.0037,-2.67828600965942
0.0038,-2.66934209179253
0.0039,-2.66060673878077
0.004,-2.6520698079022
0.0041,-2.6437218896355
0.0042,-2.63555423819034
0.0043,-2.62755871010504
0.0044,-2.61972770981025
0.0045,-2.61205414122928
0.0046,-2.60453136462719
0.0047,-2.59715315803855
0.0048,-2.58991368270157
0.0049,-2.58280745200824
0.005,-2.5758293035489
0.0051,-2.56897437388739
0.0052,-2.56223807575215
0.0053,-2.5556160773702
0.0054,-2.54910428370618
0.0055,-2.54269881939905
0.0056,-2.53639601321496
0.0057,-2.53019238385703
0.0058,-2.52408462699199
0.0059,-2.51806960337025
0.006,-2.51214432793046
0.0061,-2.50630595979189
0.0062,-2.50055179304905
0.0063,-2.49487924829238
0.0064,-2.48928586478724
0.0065,-2.48376929325053
0.0066,-2.47832728917097
0.0067,-2.47295770662439
0.00680000000000001,-2.46765849254068
0.00690000000000001,-2.4624276813832
0.00700000000000001,-2.45726339020544
0.00710000000000001,-2.45216381405329
0.00720000000000001,-2.44712722168415
0.00730000000000001,-2.44215195157703
0.00740000000000001,-2.43723640821009
0.00750000000000001,-2.43237905858445
0.00760000000000001,-2.42757842897479
0.00770000000000001,-2.42283310188928
0.00780000000000001,-2.41814171322274
0.00790000000000001,-2.41350294958848
0.00800000000000001,-2.40891554581546
0.00810000000000001,-2.40437828259866
